observable,domain,owner_geometry,target_geometry,owner_formula,owner_value,target,primary_source,primitives_used,route_status,route_formula,route_paper
LCDM_Li7_BBN_dilution,LCDM,dpm,qcalcgeom,Li-7 dilution = D_phys - 1 = 3 EXACT (integer-primitive Ricci-trace dimension),3.0,3.1,PAPER_1227,D_PHYS,XGEO_ROUTED_IDENTITY,"Li-7 dilution = D_phys - 1 = 3 EXACT (integer-primitive Ricci-trace dimension) || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1227;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
LCDM_Li7_BBN_dilution,LCDM,dpm,bsfg,Li-7 dilution = D_phys - 1 = 3 EXACT (integer-primitive Ricci-trace dimension),3.0,3.1,PAPER_1227,D_PHYS,XGEO_ROUTED_IDENTITY,Li-7 dilution = D_phys - 1 = 3 EXACT (integer-primitive Ricci-trace dimension) || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1227;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
LCDM_Li7_BBN_dilution,LCDM,dpm,d26,Li-7 dilution = D_phys - 1 = 3 EXACT (integer-primitive Ricci-trace dimension),3.0,3.1,PAPER_1227,D_PHYS,XGEO_ROUTED_IDENTITY,Li-7 dilution = D_phys - 1 = 3 EXACT (integer-primitive Ricci-trace dimension) || d26-native re-expression: generator D_crit=26: D_phys=D_crit-22 with 22=T22 compactified moduli [PAPER_1927]; real vacuum-kernel primitives global,PAPER_1227;PAPER_1927
LCDM_Li7_over_H,LCDM,d26,qcalcgeom,Li-7/H = F_TRZ^10 * D_PHYS*Phi_res/K_MEX,1.600000000000001e-10,1.6e-10,PAPER_1156,D_PHYS;F_TRZ;PHI_RES;K_MEX,XGEO_ROUTED_IDENTITY,"Li-7/H = F_TRZ^10 * D_PHYS*Phi_res/K_MEX || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1156;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
LCDM_Li7_over_H,LCDM,d26,bsfg,Li-7/H = F_TRZ^10 * D_PHYS*Phi_res/K_MEX,1.600000000000001e-10,1.6e-10,PAPER_1156,D_PHYS;F_TRZ;PHI_RES;K_MEX,XGEO_ROUTED_IDENTITY,Li-7/H = F_TRZ^10 * D_PHYS*Phi_res/K_MEX || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1156;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
LCDM_Li7_over_H,LCDM,d26,dpm,Li-7/H = F_TRZ^10 * D_PHYS*Phi_res/K_MEX,1.600000000000001e-10,1.6e-10,PAPER_1156,D_PHYS;F_TRZ;PHI_RES;K_MEX,XGEO_ROUTED_IDENTITY,"Li-7/H = F_TRZ^10 * D_PHYS*Phi_res/K_MEX || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives native to SCm manifold",PAPER_1156;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
LCDM_N_eff,LCDM,dpm,qcalcgeom,N_eff = D_PHYS - Phi_res - F_TRZ*K_MEX*SSQ,3.0479166666666666,3.046,PAPER_1156,D_PHYS;F_TRZ;PHI_RES;SSQ;K_MEX,XGEO_ROUTED_IDENTITY,"N_eff = D_PHYS - Phi_res - F_TRZ*K_MEX*SSQ || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1156;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
LCDM_N_eff,LCDM,dpm,bsfg,N_eff = D_PHYS - Phi_res - F_TRZ*K_MEX*SSQ,3.0479166666666666,3.046,PAPER_1156,D_PHYS;F_TRZ;PHI_RES;SSQ;K_MEX,XGEO_ROUTED_IDENTITY,N_eff = D_PHYS - Phi_res - F_TRZ*K_MEX*SSQ || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1156;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
LCDM_N_eff,LCDM,dpm,d26,N_eff = D_PHYS - Phi_res - F_TRZ*K_MEX*SSQ,3.0479166666666666,3.046,PAPER_1156,D_PHYS;F_TRZ;PHI_RES;SSQ;K_MEX,XGEO_ROUTED_IDENTITY,"N_eff = D_PHYS - Phi_res - F_TRZ*K_MEX*SSQ || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1156;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
LCDM_Omega_m,LCDM,dpm,qcalcgeom,Omega_m = SSQ - K_MEX*F_TRZ - Phi_res*F_TRZ*SSQ,0.3141666666666666,0.315,PAPER_1156,F_TRZ;PHI_RES;SSQ;K_MEX,XGEO_ROUTED_IDENTITY,"Omega_m = SSQ - K_MEX*F_TRZ - Phi_res*F_TRZ*SSQ || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1156;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
LCDM_Omega_m,LCDM,dpm,bsfg,Omega_m = SSQ - K_MEX*F_TRZ - Phi_res*F_TRZ*SSQ,0.3141666666666666,0.315,PAPER_1156,F_TRZ;PHI_RES;SSQ;K_MEX,XGEO_ROUTED_IDENTITY,Omega_m = SSQ - K_MEX*F_TRZ - Phi_res*F_TRZ*SSQ || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1156;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
LCDM_Omega_m,LCDM,dpm,d26,Omega_m = SSQ - K_MEX*F_TRZ - Phi_res*F_TRZ*SSQ,0.3141666666666666,0.315,PAPER_1156,F_TRZ;PHI_RES;SSQ;K_MEX,XGEO_ROUTED_IDENTITY,"Omega_m = SSQ - K_MEX*F_TRZ - Phi_res*F_TRZ*SSQ || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1156;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
LCDM_T_CMB,LCDM,dpm,qcalcgeom,T_CMB = Phi_res*(D_PHYS-Phi_res+F_TRZ) Kelvin,2.7222222222222223,2.7255,PAPER_1156,D_PHYS;F_TRZ;PHI_RES,XGEO_ROUTED_IDENTITY,"T_CMB = Phi_res*(D_PHYS-Phi_res+F_TRZ) Kelvin || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1156;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
LCDM_T_CMB,LCDM,dpm,bsfg,T_CMB = Phi_res*(D_PHYS-Phi_res+F_TRZ) Kelvin,2.7222222222222223,2.7255,PAPER_1156,D_PHYS;F_TRZ;PHI_RES,XGEO_ROUTED_IDENTITY,T_CMB = Phi_res*(D_PHYS-Phi_res+F_TRZ) Kelvin || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1156;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
LCDM_T_CMB,LCDM,dpm,d26,T_CMB = Phi_res*(D_PHYS-Phi_res+F_TRZ) Kelvin,2.7222222222222223,2.7255,PAPER_1156,D_PHYS;F_TRZ;PHI_RES,XGEO_ROUTED_IDENTITY,T_CMB = Phi_res*(D_PHYS-Phi_res+F_TRZ) Kelvin || d26-native re-expression: generator D_crit=26: D_phys=D_crit-22 with 22=T22 compactified moduli [PAPER_1927]; real vacuum-kernel primitives global,PAPER_1156;PAPER_1927
LCDM_Y_p,LCDM,dpm,qcalcgeom,Y_p = (1-Phi_res) + Phi_res*F_TRZ*(1-F_TRZ*SSQ),0.24524999999999997,0.2453,PAPER_1156,F_TRZ;PHI_RES;SSQ,XGEO_ROUTED_IDENTITY,"Y_p = (1-Phi_res) + Phi_res*F_TRZ*(1-F_TRZ*SSQ) || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1156;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
LCDM_Y_p,LCDM,dpm,bsfg,Y_p = (1-Phi_res) + Phi_res*F_TRZ*(1-F_TRZ*SSQ),0.24524999999999997,0.2453,PAPER_1156,F_TRZ;PHI_RES;SSQ,XGEO_ROUTED_IDENTITY,Y_p = (1-Phi_res) + Phi_res*F_TRZ*(1-F_TRZ*SSQ) || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1156;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
LCDM_Y_p,LCDM,dpm,d26,Y_p = (1-Phi_res) + Phi_res*F_TRZ*(1-F_TRZ*SSQ),0.24524999999999997,0.2453,PAPER_1156,F_TRZ;PHI_RES;SSQ,XGEO_ROUTED_IDENTITY,Y_p = (1-Phi_res) + Phi_res*F_TRZ*(1-F_TRZ*SSQ) || d26-native re-expression: generator D_crit=26: D_phys=D_crit-22 with 22=T22 compactified moduli [PAPER_1927]; real vacuum-kernel primitives global,PAPER_1156;PAPER_1927
LCDM_eta_B,LCDM,d26,qcalcgeom,eta_B = D_BSFG * F_TRZ^10,6.000000000000003e-10,6.14e-10,PAPER_1156,D_BSFG;F_TRZ,XGEO_ROUTED_IDENTITY,"eta_B = D_BSFG * F_TRZ^10 || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1156;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
LCDM_eta_B,LCDM,d26,bsfg,eta_B = D_BSFG * F_TRZ^10,6.000000000000003e-10,6.14e-10,PAPER_1156,D_BSFG;F_TRZ,XGEO_ROUTED_IDENTITY,eta_B = D_BSFG * F_TRZ^10 || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1156;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
LCDM_eta_B,LCDM,d26,dpm,eta_B = D_BSFG * F_TRZ^10,6.000000000000003e-10,6.14e-10,PAPER_1156,D_BSFG;F_TRZ,XGEO_ROUTED_IDENTITY,"eta_B = D_BSFG * F_TRZ^10 || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives native to SCm manifold",PAPER_1156;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
LCDM_n_s_S336,LCDM,d26,qcalcgeom,n_s = 1 - (1-Phi_res)*F_TRZ*K_MEX,0.9652777777777778,0.9649,PAPER_1156,F_TRZ;PHI_RES;K_MEX,XGEO_ROUTED_IDENTITY,"n_s = 1 - (1-Phi_res)*F_TRZ*K_MEX || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1156;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
LCDM_n_s_S336,LCDM,d26,bsfg,n_s = 1 - (1-Phi_res)*F_TRZ*K_MEX,0.9652777777777778,0.9649,PAPER_1156,F_TRZ;PHI_RES;K_MEX,XGEO_ROUTED_IDENTITY,n_s = 1 - (1-Phi_res)*F_TRZ*K_MEX || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1156;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
LCDM_n_s_S336,LCDM,d26,dpm,n_s = 1 - (1-Phi_res)*F_TRZ*K_MEX,0.9652777777777778,0.9649,PAPER_1156,F_TRZ;PHI_RES;K_MEX,XGEO_ROUTED_IDENTITY,"n_s = 1 - (1-Phi_res)*F_TRZ*K_MEX || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives native to SCm manifold",PAPER_1156;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
LCDM_sigma8_KiDS_Planck_lift,LCDM,dpm,qcalcgeom,lift = 1 - SSQ*F_TRZ*Phi_res = 1 - SSQ/12,0.9525,0.945,PAPER_1156,F_TRZ;PHI_RES;SSQ,XGEO_ROUTED_IDENTITY,"lift = 1 - SSQ*F_TRZ*Phi_res = 1 - SSQ/12 || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1156;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
LCDM_sigma8_KiDS_Planck_lift,LCDM,dpm,bsfg,lift = 1 - SSQ*F_TRZ*Phi_res = 1 - SSQ/12,0.9525,0.945,PAPER_1156,F_TRZ;PHI_RES;SSQ,XGEO_ROUTED_IDENTITY,lift = 1 - SSQ*F_TRZ*Phi_res = 1 - SSQ/12 || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1156;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
LCDM_sigma8_KiDS_Planck_lift,LCDM,dpm,d26,lift = 1 - SSQ*F_TRZ*Phi_res = 1 - SSQ/12,0.9525,0.945,PAPER_1156,F_TRZ;PHI_RES;SSQ,XGEO_ROUTED_IDENTITY,lift = 1 - SSQ*F_TRZ*Phi_res = 1 - SSQ/12 || d26-native re-expression: generator D_crit=26: D_phys=D_crit-22 with 22=T22 compactified moduli [PAPER_1927]; real vacuum-kernel primitives global,PAPER_1156;PAPER_1927
LCDM_sigma_8_S365,LCDM,dpm,qcalcgeom,sigma_8 = (1 + Phi_res - F_TRZ*K_MEX)/2,0.8125,0.811,PAPER_1156,F_TRZ;PHI_RES;K_MEX,XGEO_ROUTED_IDENTITY,"sigma_8 = (1 + Phi_res - F_TRZ*K_MEX)/2 || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1156;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
LCDM_sigma_8_S365,LCDM,dpm,bsfg,sigma_8 = (1 + Phi_res - F_TRZ*K_MEX)/2,0.8125,0.811,PAPER_1156,F_TRZ;PHI_RES;K_MEX,XGEO_ROUTED_IDENTITY,sigma_8 = (1 + Phi_res - F_TRZ*K_MEX)/2 || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1156;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112
LCDM_sigma_8_S365,LCDM,dpm,d26,sigma_8 = (1 + Phi_res - F_TRZ*K_MEX)/2,0.8125,0.811,PAPER_1156,F_TRZ;PHI_RES;K_MEX,XGEO_ROUTED_IDENTITY,"sigma_8 = (1 + Phi_res - F_TRZ*K_MEX)/2 || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1156;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522
LCDM_z_reion,LCDM,bsfg,qcalcgeom,z_reion = D_BSFG + D_PHYS*Phi_res/2,7.666666666666667,7.67,PAPER_1156,D_PHYS;D_BSFG;PHI_RES,XGEO_ROUTED_IDENTITY,"z_reion = D_BSFG + D_PHYS*Phi_res/2 || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1156;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522
