quantity,origin,kind,canonical_route,formula,value,reference,residual_pct,sector,phi_variant,paper_source,confirmations,py_sites,cpp_sites,lean_sites,corpus_citations,status
inflaton_n_s,dispatch,closure,,,'',,,,,,1,_l96_uqff_axiom_inflaton_potential_n_s_closure,inflaton_n_s,,,derived
information_closure_count_157,dispatch,closure,,,'',,,,,PAPER_1199,0,_l96_uqff_axiom_paper_1199_information_closure_count_157_closure,,,11,derived
integer_7_cross_object_d_phys_plus_d_phys_minus_1,dispatch,closure,,,7.0,,,,,PAPER_2006,0,_l96_uqff_paper_2006_integer_7_cross_object_d_phys_plus_d_phys_minus_1_closure,,,6,derived
interference_factor_reactor_d_phys_plus_1_times_n_ch_times_f_trz_6_4_5e_minus_5_new_composed_form_paper_2082_times_f_trz_6,dispatch,closure,,,4.5e-05,,,,,PAPER_2082,0,_l96_uqff_paper_2089_interference_factor_reactor_d_phys_plus_1_times_n_ch_times_f_trz_6_4_5e_minus_5_new_composed_form_paper_2082_times_f_trz_6_closure,,,5,derived
inverse_galois,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_inverse_galois_closure,,,,derived
ising_universality_classes_10,dispatch,closure,,,'',,,,,PAPER_1351,0,_l96_uqff_axiom_paper_1351_ising_universality_classes_10_closure,ising_universality_classes_10,,2,derived
island_of_stability,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_island_of_stability_closure,island_of_stability_z,,,derived
iter_q_10,dispatch,closure,,,'',,,,,PAPER_1196,0,_l96_uqff_axiom_paper_1196_s419_iter_Q_10_closure,iter_q_10,,10,derived
iter_r_a_3_1,dispatch,closure,,,'',,,,,PAPER_1196,0,_l96_uqff_axiom_paper_1196_s413_iter_r_a_3_1_closure,iter_r_a_3_1,,10,derived
jacobian_conjecture,dispatch,closure,,,'',,,,,,1,_l96_uqff_axiom_smale_2nd_jacobian_conjecture_closure,,,,derived
jamming_phi_j_2_3,dispatch,closure,,,'',,,,,PAPER_1355,0,_l96_uqff_axiom_paper_1355_jamming_phi_j_2_3_closure,jamming_phi_j,,4,derived
jamming_phi_j_alt_2_3,dispatch,closure,,,'',,,,,PAPER_1355,0,_l96_uqff_axiom_paper_1355_jamming_phi_j_alt_2_3_closure,jamming_phi_j,,4,derived
jamming_transition,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_jamming_transition_closure,,,,derived
jet_quenching,dispatch,closure,,,'',,,,,,2,_l96_uqff_axiom_qgp_jet_quenching_closure,,,,derived
jupiter_mass_ratio_317_8,dispatch,closure,,,'',,,,,PAPER_1209Z,0,_l96_uqff_axiom_paper_1209z_s580_jupiter_mass_ratio_317_8_closure,jupiter_mass_ratio,,10,derived
jwst_high_z_excess,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_jwst_high_z_excess_closure,,,,derived
k_b_near_exact_live_composition_phi_5_6_sector_selection_rule_paper_2129,dispatch,closure,1209EE S628 with Phi_5/6 (PAPER_2129),,1.3806333333333334e-23,,,,,PAPER_2129,1,_l96_uqff_paper_2129_k_b_near_exact_live_composition_phi_5_6_sector_selection_rule_landmark_closure,,,1,derived
k_eta_red_dwarf_lenr_so_5_plus_1_over_d_phys_so_5_8_calibration_positive_rung,dispatch,closure,,,275000000.0,,,,,PAPER_2057,0,_l96_uqff_paper_2057_k_eta_red_dwarf_lenr_so_5_plus_1_over_d_phys_so_5_8_calibration_positive_rung_closure,,,8,derived
k_eta_so_5_13_lenr_neutron_rate,dispatch,closure,,,10000000000000.0,,,,,PAPER_2014,0,_l96_uqff_paper_2014_k_eta_so_5_13_lenr_neutron_rate_closure,,,13,derived
k_eta_so_5_neg_113_dvp_26_prime,dispatch,closure,,,275000000.0,,,,,PAPER_2018,0,_l96_uqff_paper_2018_k_eta_so_5_neg_113_dvp_26_prime_closure,,,4,derived
k_hydrogen_orbital_so_5_pos_11_wavenumber_atomic,dispatch,closure,,,100000000000.0,,,,,PAPER_2034,0,_l96_uqff_paper_2034_k_hydrogen_orbital_so_5_pos_11_wavenumber_atomic_closure,,,6,derived
k_lagoon_hii_so_5_neg_17_wavenumber,dispatch,closure,,,1e-17,,,,,PAPER_2034,0,_l96_uqff_paper_2034_k_lagoon_hii_so_5_neg_17_wavenumber_closure,,,6,derived
k_m16_so_5_20_wavenumber,dispatch,closure,,,1e+20,,,,,PAPER_2022,0,_l96_uqff_paper_2022_k_m16_so_5_20_wavenumber_closure,,,26,derived
k_mex_derived_from_phi_5_6,dispatch,closure,,,'',,,,,PAPER_1167,0,_l96_uqff_axiom_paper_1167_K_MEX_structural_derivation_closure,k_mex_derived_from_phi_5_6,,133,derived
k_ngc6302_universal_osc_so_5_neg_16_wavenumber,dispatch,closure,,,1e-16,,,,,PAPER_2034,0,_l96_uqff_paper_2034_k_ngc6302_universal_osc_so_5_neg_16_wavenumber_closure,,,6,derived
k_to_pi_nu_nu,dispatch,closure,,,'',,,,,,3,_l96_uqff_axiom_koto_rare_kaon_decay_closure,,,,derived
k_universe_bigbang_so_5_neg_26_wavenumber_cosmological,dispatch,closure,,,1e-26,,,,,PAPER_2034,0,_l96_uqff_paper_2034_k_universe_bigbang_so_5_neg_26_wavenumber_cosmological_closure,,,6,derived
k_wave_spiralgalaxy_so_5_neg_20_wavenumber_negative,dispatch,closure,,,1e-20,,,,,PAPER_2026,0,_l96_uqff_paper_2026_k_wave_spiralgalaxy_so_5_neg_20_wavenumber_negative_closure,,,8,derived
kappa_5e4_derivative_from_so_5_and_f_trz_primitive_reduction_landmark_paper_2112,dispatch,closure,,,0.0005000000000000001,,,,,PAPER_2112,1,_l96_uqff_paper_2112_kappa_5e4_derivative_from_so_5_and_f_trz_primitive_reduction_landmark_closure,,,5,derived
kappa_decay_lenr_d_phys_plus_1_times_f_trz_4_5e_minus_4_new_composed_prefix_times_f_trz_4_form_reactor_decay_day,dispatch,closure,,,0.0005,,,,,PAPER_2085,0,_l96_uqff_paper_2085_kappa_decay_lenr_d_phys_plus_1_times_f_trz_4_5e_minus_4_new_composed_prefix_times_f_trz_4_form_reactor_decay_day_closure,,,4,derived
kappa_so_5_over_2_over_so_5_4_decay,dispatch,closure,,,0.0005,,,,,PAPER_2010,0,_l96_uqff_paper_2010_kappa_so_5_over_2_over_so_5_4_decay_closure,,,6,derived
kappa_v_nebular_lenr_efield_1_plus_f_trz_over_2_half_factor_sub_family_form,dispatch,closure,,,1.05,,,,,PAPER_2056,0,_l96_uqff_paper_2056_kappa_v_nebular_lenr_efield_1_plus_f_trz_over_2_half_factor_sub_family_form_closure,,,7,derived
karman_line_100,dispatch,closure,,,'',,,,,PAPER_1209CC,0,_l96_uqff_axiom_paper_1209cc_karman_line_100_closure,,,10,derived
kbasis_25_3_universal,dispatch,closure,,,'',,,,,PAPER_1166,0,_l96_uqff_axiom_paper_1166_kbasis_25_3_universal_closure,kbasis_25_3,,18,derived
kepler_eta_max_0_7405,dispatch,closure,,,'',,,,,PAPER_1289,0,_l96_uqff_axiom_paper_1289_kepler_eta_max_0_7405_closure,kepler_eta_max,,2,derived
kerr_ringdown_offset_coeff,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_kerr_ringdown_spectral_offset_coefficient_closure,kerr_ringdown_offset_coeff,,,derived
khinchin_k_2_6854,dispatch,closure,,,'',,,,,PAPER_1199,0,_l96_uqff_axiom_paper_1199_s451_khinchin_k_2_6854_closure,khinchin_k,,11,derived
kie_d_vs_h_d_bsfg_bare_6_domain_extension_kinetic_isotope_effect_chemistry,dispatch,closure,,,6.0,,,,,PAPER_2086,0,_l96_uqff_paper_2086_kie_d_vs_h_d_bsfg_bare_6_domain_extension_kinetic_isotope_effect_chemistry_closure,,,1,derived
kk_d_bsfg_minus_1_5_paired,dispatch,closure,,,'',,,,,PAPER_1343,0,_l96_uqff_axiom_paper_1343_kk_d_bsfg_minus_1_5_paired_closure,kk_d_bsfg_minus_1_5_paired,,3,derived
kk_d_crit_22_dirac_match,dispatch,closure,,,'',,,,,PAPER_1231,0,_l96_uqff_axiom_paper_1231_kk_d_crit_22_dirac_match_closure,kk_d_crit_22_dirac_match,,3,derived
kk_regulator_compact_dimensions,dispatch,closure,,,22,,,,,PAPER_1936,0,_l96_uqff_paper_1936_kk_regulator_compact_dimensions_closure,,,9,derived
kk_regulator_sum_1_624e_37,dispatch,closure,,,'',,,,,PAPER_1162,0,_l96_uqff_axiom_paper_1162_kk_regulator_sum_1_624e_37_closure,kk_regulator_sum,,63,derived
klein_gordon,dispatch,closure,,,'',,,,,,2,_l96_uqff_axiom_klein_gordon_negative_energy_closure,,,,derived
klein_paradox,dispatch,closure,,,'',,,,,,1,_l96_uqff_axiom_klein_paradox_closure,,,,derived
kmex_ssq_two_path_convergence,dispatch,closure,,,1.1875,,,,,PAPER_1937,0,_l96_uqff_paper_1937_kmex_ssq_two_path_convergence_closure,,,7,derived
knot_crossings_bound_26,dispatch,closure,,,'',,,,,PAPER_1292,0,_l96_uqff_axiom_paper_1292_knot_crossings_bound_26_closure,knot_crossings_bound_26,,2,derived
knot_recognition,dispatch,closure,,,'',,,,,,1,_l96_uqff_axiom_smale_11th_knot_recognition_closure,,,,derived
kochen_specker,dispatch,closure,,,3.0,,,,,,1,_l96_uqff_axiom_kochen_specker_closure,,,,derived
ks_contextuality_dim_3,dispatch,closure,,,'',,,,,PAPER_1285,0,_l96_uqff_axiom_paper_1285_ks_contextuality_dim_3_closure,ks_contextuality_dim_3,,2,derived
l_0_sgr1745_so_5_over_2_so_5_28_xray,dispatch,closure,,,5e+28,,,,,PAPER_2021,0,_l96_uqff_paper_2021_l_0_sgr1745_so_5_over_2_so_5_28_xray_closure,,,10,derived
ladder_paradox,dispatch,closure,,,'',,,,,,1,_l96_uqff_axiom_ladder_paradox_closure,,,,derived
lagoon_diameter_so_5_times_so_5_plus_1_110_new_composed_form_paper_1978_successor_lightyear_domain,dispatch,closure,,,110,,,,,PAPER_1978,0,_l96_uqff_paper_2087_lagoon_diameter_so_5_times_so_5_plus_1_110_new_composed_form_paper_1978_successor_lightyear_domain_closure,,,27,derived
lambda_canonical_rho_scm,dispatch,closure,PAPER_1156 (R228 precedent; PAPER_2094 = companion form),,'',,,,,PAPER_1271,0,_l96_uqff_axiom_paper_1271_lambda_canonical_rho_scm_closure,lambda_canonical,,11,derived
lambda_cascade_j_m3,dispatch,closure,PAPER_1156 (R228 precedent; PAPER_2094 = companion form),,5.957e-10,,,,,PAPER_1920,0,_l96_uqff_paper_1920_lambda_cascade_j_m3_closure,,,22,derived
lambda_cosmological_simple_form_so_5_plus_1_times_f_trz_53_paper_2094_companion_to_paper_1156_canonical,dispatch,closure,PAPER_1156 (R228 precedent; PAPER_2094 = companion form),,1.1e-52,,,,,PAPER_2094,0,_l96_uqff_paper_2094_lambda_cosmological_simple_form_so_5_plus_1_times_f_trz_53_companion_to_paper_1156_canonical_closure,,,14,derived
lambda_d_bsfg_pi_over_so_5_wavelength,dispatch,closure,PAPER_1156 (R228 precedent; PAPER_2094 = companion form),,1.885e-07,,,,,PAPER_2009,0,_l96_uqff_paper_2009_lambda_d_bsfg_pi_over_so_5_wavelength_closure,,,9,derived
lambda_higgs_alt_f_trz_plus_d_phys_minus_1_times_f_trz_2_0_13_new_alternative_composition_paper_1842_sister_path,dispatch,closure,PAPER_1156 (R228 precedent; PAPER_2094 = companion form),,0.13,,,,,PAPER_1842,0,_l96_uqff_paper_2088_lambda_higgs_alt_f_trz_plus_d_phys_minus_1_times_f_trz_2_0_13_new_alternative_composition_paper_1842_sister_path_closure,,,7,derived
lambda_obs_1_plus_f_trz_plus_f_trz_2_so_5_neg_52_additive_scaled_cosmological_8th_instance,dispatch,closure,PAPER_1156 (R228 precedent; PAPER_2094 = companion form),,1.11e-52,,,,,PAPER_2075,0,_l96_uqff_paper_2075_lambda_obs_1_plus_f_trz_plus_f_trz_2_so_5_neg_52_additive_scaled_cosmological_8th_instance_closure,,,4,derived
lambda_obs_5_957e_10,dispatch,closure,PAPER_1156 (R228 precedent; PAPER_2094 = companion form),,'',,,,,PAPER_1226,0,_l96_uqff_axiom_paper_1226_lambda_obs_5_957e_10_closure,lambda_obs_5_957e_10,,2,derived
lambda_qcd_problem,dispatch,closure,PAPER_1156 (R228 precedent; PAPER_2094 = companion form),,'',,,,,,1,_l96_uqff_axiom_lambda_qcd_closure,,,,derived
lambda_uqff_1_089e_52,dispatch,closure,PAPER_1156 (R228 precedent; PAPER_2094 = companion form),,'',,,,,PAPER_1156,0,_l96_uqff_axiom_paper_1156_lambda_uqff_1_089e_52_closure,lambda_uqff_1_089e_52,,179,derived
lambda_vac_so_5_plus_1_rho_scm_successor,dispatch,closure,PAPER_1156 (R228 precedent; PAPER_2094 = companion form),,11.0,,,,,PAPER_2010,0,_l96_uqff_paper_2010_lambda_vac_so_5_plus_1_rho_scm_successor_closure,,,6,derived
landauer_principle,dispatch,closure,,,2.8687882352454908e-21,,,,,,0,_l96_uqff_axiom_landauer_principle_closure,,,,derived
landmark_d_phys_minus_1_family_118_papers_19_domains_broad_coverage,dispatch,closure,,,118,,,,,PAPER_2052,0,_l96_uqff_paper_2052_landmark_d_phys_minus_1_family_118_papers_19_domains_broad_coverage_closure,,,9,derived
landmark_d_phys_minus_1_spectral_shift_dimensional_domain_first_application,dispatch,closure,,,1,,,,,PAPER_2031,0,_l96_uqff_paper_2031_landmark_d_phys_minus_1_spectral_shift_dimensional_domain_first_application_closure,,,6,derived
landmark_family_composed_forms_beyond_prefix_class_gap_identification,dispatch,closure,,,19,,,,,PAPER_2052,0,_l96_uqff_paper_2052_landmark_family_composed_forms_beyond_prefix_class_gap_identification_closure,,,9,derived
landmark_frequency_domain_54_papers_46pct_dominance,dispatch,closure,,,54,,,,,PAPER_2052,0,_l96_uqff_paper_2052_landmark_frequency_domain_54_papers_46pct_dominance_closure,,,9,derived
langlands,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_langlands_program_closure,,,,derived
lapse_rate_6_5_k_km,dispatch,closure,,,'',,,,,PAPER_1209X,0,_l96_uqff_axiom_paper_1209x_s554_lapse_rate_6_5_k_km_closure,lapse_rate_6_5_k_km,,13,derived
late_isw,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_late_isw_effect_closure,late_isw_amplitude,,,derived
late_isw_f_trz,dispatch,closure,,,'',,,,,PAPER_1460,0,_l96_uqff_axiom_paper_1460_late_isw_f_trz_closure,late_isw_f_trz,,2,derived
lawson_n_tau_1_5,dispatch,closure,,,'',,,,,PAPER_1196,0,_l96_uqff_axiom_paper_1196_s421_lawson_n_tau_1_5_closure,lawson_n_tau,,10,derived
lawson_uqff_1_44e21,dispatch,closure,,,'',,,,,PAPER_1368,0,_l96_uqff_axiom_paper_1368_lawson_uqff_1_44e21_closure,lawson_uqff,,2,derived
lehmer_mahler,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_lehmer_mahler_measure_closure,,,,derived
lensing_l_t_over_r_sch,dispatch,closure,,,0.3333333,,,,,PAPER_1943,0,_l96_uqff_paper_1943_lensing_l_t_over_r_sch_closure,,,4,derived
lepton_cp_delta_minus_pi_2,dispatch,closure,,,'',,,,,PAPER_1308,0,_l96_uqff_axiom_paper_1308_lepton_cp_delta_minus_pi_2_closure,lepton_cp_delta,,2,derived
level_13_blackhole_radius,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_level_13_blackhole_radius_closure,,,,derived
levinthal_protein,dispatch,closure,,,'',,,,,,1,_l96_uqff_axiom_protein_folding_levinthal_closure,,,,derived
liar_paradox,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_liar_paradox_closure,,,,derived
light_by_light,dispatch,closure,,,'',,,,,,1,_l96_uqff_axiom_light_by_light_scattering_closure,,,,derived
ligo_strain_f_trz_21,dispatch,closure,,,1e-21,,,,,PAPER_1989,0,_l96_uqff_paper_1989_ligo_strain_f_trz_21_closure,,,21,derived
lithium_7_factor_3,dispatch,closure,,,'',,,,,PAPER_1227,0,_l96_uqff_axiom_paper_1227_lithium_7_factor_3_closure,lithium_7_factor_3,,4,derived
lithium_7_problem,dispatch,closure,,,1.6666666666666669e-10,,,,,,1,_l96_uqff_lithium_7_problem_closure,,,,derived
ln_2_alt_phi_minus_form,dispatch,closure,,,'',,,,,PAPER_1199,0,_l96_uqff_axiom_paper_1199_s443_ln_2_alt_phi_minus_form_closure,ln_2_alt_phi,,11,derived
log_2_e_1_4427,dispatch,closure,,,'',,,,,PAPER_1199,0,_l96_uqff_axiom_paper_1199_s444_log_2_e_1_4427_closure,log_2_e_1_4427,,11,derived
lorenz_attractor,dispatch,closure,,,'',,,,,,1,_l96_uqff_axiom_smale_14th_lorenz_attractor_closure,lorenz_attractor_dim_2_06,,,derived
lorenz_attractor_dim_2_06,dispatch,closure,,,'',,,,,PAPER_1294,0,_l96_uqff_axiom_paper_1294_lorenz_attractor_dim_2_06_closure,lorenz_attractor_dim_2_06,,2,derived
loschmidt,dispatch,closure,,,'',,,,,,2,_l96_uqff_axiom_loschmidt_paradox_closure,,,,derived
lyman_balmer_5p4_omega_scm_inter_series_twin,dispatch,closure,,,5.404,,,,,PAPER_1996,0,_l96_uqff_paper_1996_lyman_balmer_5p4_omega_scm_inter_series_twin_closure,,,2,derived
m0_hudf_so_5_12_m_sun_galaxy_cluster,dispatch,closure,,,1.989e+42,,,,,PAPER_2036,0,_l96_uqff_paper_2036_m0_hudf_so_5_12_m_sun_galaxy_cluster_closure,,,2,derived
m16_e_0_saturation,dispatch,closure,,,0.3,,,,,PAPER_1980,0,_l96_uqff_paper_1980_m16_e_0_saturation_closure,,,7,derived
m51_second_object_extragalactic_casimir_pattern,dispatch,closure,,,2.0,,,,,PAPER_1998,0,_l96_uqff_paper_1998_m51_second_object_extragalactic_casimir_pattern_closure,,,4,derived
m87_jet_compact_form,dispatch,closure,,,1.0,,,,,PAPER_1893,0,_l96_uqff_paper_1893_m87_jet_compact_form_closure,,,2,derived
m87_jet_face1_concurrence,dispatch,closure,,,0.1,,,,,PAPER_1969,0,_l96_uqff_paper_1969_m87_jet_face1_concurrence_closure,,,6,derived
m87_m_bh_d_crit_over_d_phys_prefix,dispatch,closure,,,6500000000.0,,,,,PAPER_2003,0,_l96_uqff_paper_2003_m87_m_bh_d_crit_over_d_phys_prefix_closure,,,9,derived
m87_v_jet_1_minus_f_trz_squared,dispatch,closure,,,0.99,,,,,PAPER_2003,0,_l96_uqff_paper_2003_m87_v_jet_1_minus_f_trz_squared_closure,f_trz_squared,,9,derived
m_2_neutrino_8_5_mev,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_paper_a6_m_2_neutrino_8_5_meV_closure,m_2_neutrino_8_5_mev,,,derived
m_2p8_msun_14_over_5_compound_sgr_1745,dispatch,closure,,,2.8,,,,,PAPER_2007,0,_l96_uqff_paper_2007_m_2p8_msun_14_over_5_compound_sgr_1745_closure,,,6,derived
m_b_bottom_4_18,dispatch,closure,,,'',,,,,PAPER_1209HH,0,_l96_uqff_axiom_paper_1209hh_s657_m_b_bottom_4_18_closure,m_b_bottom_4_18,,18,derived
m_bh_so_5_stellar_mass,dispatch,closure,,,10.0,,,,,PAPER_2012,0,_l96_uqff_paper_2012_m_bh_so_5_stellar_mass_closure,,,8,derived
m_bh_sombrero_so_5_9_mass_ladder_n_9,dispatch,closure,,,1000000000.0,,,,,PAPER_2019,0,_l96_uqff_paper_2019_m_bh_sombrero_so_5_9_mass_ladder_n_9_closure,,,15,derived
m_bh_ton618_d_bsfg_1_plus_f_trz_so_5_10_compound_prefix_universe_largest_smbh,dispatch,closure,,,66000000000.0,,,,,PAPER_2061,0,_l96_uqff_paper_2061_m_bh_ton618_d_bsfg_1_plus_f_trz_so_5_10_compound_prefix_universe_largest_smbh_closure,,,14,derived
m_c_charm_1_27,dispatch,closure,,,'',,,,,PAPER_1209HH,0,_l96_uqff_axiom_paper_1209hh_s658_m_c_charm_1_27_closure,m_c_charm_1_27,,18,derived
m_cluster_d_bsfg_so_5_14_virgo,dispatch,closure,,,1200000000000000.0,,,,,PAPER_2014,0,_l96_uqff_paper_2014_m_cluster_d_bsfg_so_5_14_virgo_closure,,,13,derived
m_d_down_quark_4_67_mev,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_paper_a5_m_d_down_quark_4_67_mev_closure,m_d_down_quark_4_67_mev,,,derived
m_dm_factor_so_5_over_2_hudf,dispatch,closure,,,5.0,,,,,PAPER_2017,0,_l96_uqff_paper_2017_m_dm_factor_so_5_over_2_hudf_closure,,,12,derived
m_dm_m51_d_phys_so_5_10_m_sun_galactic_dm,dispatch,closure,,,40000000000.0,,,,,PAPER_2041,0,_l96_uqff_paper_2041_m_dm_m51_d_phys_so_5_10_m_sun_galactic_dm_closure,,,4,derived
m_e_electron_0_000511,dispatch,closure,,,'',,,,,PAPER_1209HH,0,_l96_uqff_axiom_paper_1209hh_s662_m_e_electron_0_000511_closure,m_e_electron_0_000511,,18,derived
m_h_higgs_125_10,dispatch,closure,,,'',,,,,PAPER_1209HH,0,_l96_uqff_axiom_paper_1209hh_s656_m_h_higgs_125_10_closure,m_h_higgs_125_10,,18,derived
m_lagoon_2_so_5_34_mass_2nd_rung_2so5n,dispatch,closure,,,2e+34,,,,,PAPER_2027,0,_l96_uqff_paper_2027_m_lagoon_2_so_5_34_mass_2nd_rung_2so5n_closure,,,9,derived
m_m16_2_d_bsfg_so_5_2_1200_m_sun_composed_prefix_family_new_instance,dispatch,closure,,,1200,,,,,PAPER_2072,0,_l96_uqff_paper_2072_m_m16_2_d_bsfg_so_5_2_1200_m_sun_composed_prefix_family_new_instance_closure,,,5,derived
m_max_imf_a_5_over_d_phys_times_so_5_150_domain_extension_paper_1971_stellar_mass_domain,dispatch,closure,,,150,,,,,PAPER_1971,0,_l96_uqff_paper_2086_m_max_imf_a_5_over_d_phys_times_so_5_150_domain_extension_paper_1971_stellar_mass_domain_closure,,,15,derived
m_min_imf_2_d_phys_times_f_trz_2_0_08_5th_integer_f_trz_2_instance_nuclear_magic_number_coefficient_8,dispatch,closure,,,0.08,,,,,PAPER_2086,0,_l96_uqff_paper_2086_m_min_imf_2_d_phys_times_f_trz_2_0_08_5th_integer_f_trz_2_instance_nuclear_magic_number_coefficient_8_closure,,,1,derived
m_mu_muon_0_10566,dispatch,closure,,,'',,,,,PAPER_1209HH,0,_l96_uqff_axiom_paper_1209hh_s660_m_mu_muon_0_10566_closure,m_mu_muon_0_10566,,18,derived
m_orion_2_so_5_33_mass_3rd_rung_2so5n,dispatch,closure,,,2e+33,,,,,PAPER_2029,0,_l96_uqff_paper_2029_m_orion_2_so_5_33_mass_3rd_rung_2so5n_closure,,,9,derived
m_s_strange_0_095,dispatch,closure,,,'',,,,,PAPER_1209HH,0,_l96_uqff_axiom_paper_1209hh_s661_m_s_strange_0_095_closure,m_s_strange_0_095,,18,derived
m_sf_starburst_mass_fraction,dispatch,closure,,,0.15,,,,,PAPER_1966,0,_l96_uqff_paper_1966_m_sf_starburst_mass_fraction_closure,,,12,derived
m_sigma_slope,dispatch,closure,,,4.24,,,,,PAPER_1901,0,_l96_uqff_paper_1901_m_sigma_slope_closure,,,2,derived
m_smbh_so_5_7_simple_prefix_third_instance,dispatch,closure,,,10000000.0,,,,,PAPER_2011,0,_l96_uqff_paper_2011_m_smbh_so_5_7_simple_prefix_third_instance_closure,,,10,derived
m_so_5_28_novel_mass_slot,dispatch,closure,,,1e+28,,,,,PAPER_2010,0,_l96_uqff_paper_2010_m_so_5_28_novel_mass_slot_closure,,,6,derived
m_spiralgalaxy_2_so_5_41_mass_5th_orthogonal,dispatch,closure,,,2e+41,,,,,PAPER_2024,0,_l96_uqff_paper_2024_m_spiralgalaxy_2_so_5_41_mass_5th_orthogonal_closure,,,12,derived
m_sun_over_m_earth_333000,dispatch,closure,,,'',,,,,PAPER_1209Z,0,_l96_uqff_axiom_paper_1209z_s579_m_sun_over_m_earth_333000_closure,m_sun_over_m_earth_333000,,10,derived
m_t_172_76,dispatch,closure,,,'',,,,,PAPER_1209HH,0,_l96_uqff_axiom_paper_1209hh_s655_m_t_172_76_closure,m_t_172_76,,18,derived
m_t_over_m_e_338000,dispatch,closure,,,'',,,,,PAPER_1314,0,_l96_uqff_axiom_paper_1314_m_t_over_m_e_338000_closure,m_t_over_m_e,,2,derived
m_tau_1_777,dispatch,closure,,,'',,,,,PAPER_1209HH,0,_l96_uqff_axiom_paper_1209hh_s659_m_tau_1_777_closure,m_tau_1_777,,18,derived
m_total_ngc_1316_so_5_over_2_so_5_11,dispatch,closure,,,500000000000.0,,,,,PAPER_2011,0,_l96_uqff_paper_2011_m_total_ngc_1316_so_5_over_2_so_5_11_closure,,,10,derived
m_u_up_quark_2_16_mev,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_paper_a5_m_u_up_quark_2_16_mev_closure,m_u_up_quark_2_16_mev,,,derived
m_visible_over_m_dm_m51_d_phys_minus_1_visible_dm_partition,dispatch,closure,,,3,,,,,PAPER_2041,0,_l96_uqff_paper_2041_m_visible_over_m_dm_m51_d_phys_minus_1_visible_dm_partition_closure,,,4,derived
m_visible_so_5_3_stellar_cluster,dispatch,closure,,,1000.0,,,,,PAPER_2013,0,_l96_uqff_paper_2013_m_visible_so_5_3_stellar_cluster_closure,,,24,derived
m_w_80_379,dispatch,closure,,,'',,,,,PAPER_1209HH,0,_l96_uqff_axiom_paper_1209hh_s653_m_w_80_379_closure,m_w_80_379,,18,derived
m_w_alt_a5_plus_a5_3,dispatch,closure,,,'',,,,,PAPER_1273,0,_l96_uqff_axiom_paper_1273_m_w_alt_a5_plus_a5_3_closure,m_w_alt_a5,,2,derived
m_z_91_188,dispatch,closure,,,'',,,,,PAPER_1209HH,0,_l96_uqff_axiom_paper_1209hh_s654_m_z_91_188_closure,m_z_91_188,,18,derived
mach_principle,dispatch,closure,,,10.0,,,,,,1,_l96_uqff_axiom_mach_principle_closure,,,,derived
mad_efficiency_1_over_so5_2,dispatch,closure,,,'',,,,,,0,_l96_uqff_axiom_MAD_efficiency_1_over_so5_squared_closure,,,,derived
